HVMID,cn_name,pinyin_name,en_name,latin_name,Properties,Meridians,UsePart,Function,Indication,Toxicity,Clinical_manifestations,Therapeutic_en_class,Therapeutic_cn_class,HERB_id,TCMID_id,TCM_ID_id,SymMap_id,TCMSP_id
HVM2488,美洲檫木,MEI ZHOU CHA MU,Sassafras,Sassafras albidum,,,,,,,,,,HERB003880,,1092.0,,
HVM2489,梅州甘草,MEI ZHOU GAN CAO,Scale Licorice,Glycyrrhiza lepidota,,,,,,,,,,HERB003883,,1170.0,,
HVM2490,梅州花椒?,MEI ZHOU HUA JIAO,Pricklyash,Zanthoxylum americanum [Syn. Xanthoxylum americanum],,,,,,,,,,HERB003885,,2578.0,,
HVM2491,美洲金缕梅,MEI ZHOU JIN LV MEI,Virginia Witch Hazel,Hamamelis virginiana,,,,,,,,,,HERB003887,,5745.0,,
HVM2492,美洲苦木,MEI ZHOU KU MU,Surinam Quassia,Quassia amara,,,,,,,,,,HERB003888,,6261.0,,
HVM2493,美洲南蛇藤,MEI ZHOU NAN SHE TENG,American Bittersweet,Celastrus scandens,,,,,,,,,,HERB003891,,6944.0,,
HVM2494,美洲血根草,MEI ZHOU XUE GEN CAO,Bloodroot,Sanguinaria canadensis,,,,,,,,,,HERB003895,,2375.0,,
HVM2495,美洲野百合,MEI ZHOU YE BAI HE,American Crotalaria,Crotalaria anagyroides,,,,,,,,,,HERB003896,,2883.0,,
HVM2496,蜢虫,MENG CHONG,Gadfly,Tabanus,Bitter;  slightly cold,,,"Treament of: 1. Amenorrhea or abdominal and epigastric masses caused by blood stagnation. Gadfly (Mengchong) is used with Leech (Shuizhi), Cockroach (Chechong), Peach seed (Taoren) and Rhubarb (Dahuang) in the formula Dahuang Zhechong Wan. 2. Pain due to external injury. Gadfly (Mengchong) is used with Frankincense (Ruxiang), Myrrh (Moyao) and Peach seed (Taoren).","Treament of: 1. Amenorrhea or abdominal and epigastric masses caused by blood stagnation. Gadfly (Mengchong) is used with Leech (Shuizhi), Cockroach (Chechong), Peach seed (Taoren) and Rhubarb (Dahuang) in the formula Dahuang Zhechong Wan. 2. Pain due to ",slightly toxic,,Blood activation and stasis removal,活血化淤,HERB003898,,6298.0,,162.0
HVM2497,蒙大拿芸香,MENG DA NA YUN XIANG,Montana Rue,Ruta montana,,,,,,,,,,HERB003901,,7709.0,,
HVM2498,蒙古糙苏,MENG GU CAO SU,Mongolian Jerusalemsage,Phlomis mongolica,,,root or whole herb,"To dispel wind and eliminate damp, quicken blood and relieve pain.","Rheumatic arthritis, common cold, knocks and falls, vacuity and fever.",,,,,HERB003903,,8124.0,,
HVM2499,蒙古侧金盏花,MENG GU CE JIN ZHAN HUA,Mongolian Adonis,Adonis mongolica,,,,,,,,,,HERB003905,,4779.0,,
HVM2500,蒙古风毛菊,MENG GU FENG MAO JU,Mongolian Saussurea,Saussurea mongolica,,,,,,,,,,HERB003906,,7756.0,,
HVM2501,蒙古蒿,MENG GU HAO,Mongolian Wormwood,Artemisia mongolica,,,leaf,See Artemisia argyi.,See Artemisia argyi.,,,,,HERB003907,,3571.0,,
HVM2502,蒙古黄芪,MENG GU HUANG QI,Mongolian Milkvetch,Astragalus mongholicus,,,root,See Astragalus membranaceus.,See Astragalus membranaceus.,,,,,HERB003908,,1455.0,,
HVM2503,蒙古栎,MENG GU LI,Mongolian Oak,Quercus mongolica,,,leaf,"To clear heat and check dysentery, relieve cough, resolve toxin and disperse swelling.","Bacillary dysentery, child indigestion, swollen welling abscess, hemorrhoids.",,,,,HERB003909,,4495.0,,
HVM2504,蒙古山萝卜,MENG GU SHAN LUO BO,Narrowleaf Scabious,Scabiosa comosa,,,flower,To clear heat and drain fire.,"Lung heat cough asthma, liver fire headache, red eyes, damp-heat jaundice.",,,,,HERB003910,,2354.0,,
HVM2505,孟买肉豆蔻,MENG MAI ROU DOU KOU,Bombay Nutmeg,Myristica malabarica,,,,,,,,,,HERB003912,,7285.0,,
HVM2506,蒙自草胡椒,MENG ZI CAO HU JIAO,Mengzi Peperomia,Peperomia duclouxii,,,whole herb,"To dispel wind and eliminate damp, transform stasis and dissipate binds, resolve toxin and disperse swelling.","Wind-damp impediment pain, knocks and falls, swollen welling abscess and sore toxin, try to using for carcinoma of stomach and carcinoma of esophagus.",,,,,HERB003915,,1007.0,,
HVM2507,迷迭香,MI DIE XIANG,Rosemary,Rosmarinus officinalis,,,whole herb,"To effuse sweat, fortify spleen, quiet spirit, relieve pain.","Headache, prevention of hair loss in early stage.",,,,,HERB003917,,3155.0,,
HVM2508,迷迭香叶千里光,MI DIE XIANG YE QIAN LI GUANG,Rosmarin-leaf Groundsel,Senecio rosmarinifolius,,,,,,,,,,HERB003918,,7574.0,,
HVM2509,美国黄瓜,MI GUO HUANG GUA,Densefruit Cucumber,Cucumis myriocarpus,,,,,,,,,,HERB003919,,1240.0,,
HVM2510,米蒿,MI HAO,Compact Wormwood,Artemisia compacta,,,,,,,,,,HERB003920,,4610.0,,
HVM2511,猕猴梨,MI HOU LI,Bower Actinidia,Actinidia arguta,,,fruit,"To enrich yin and clear heat, eliminate vexation and allay thirst, free strangury.","Febrile diseases fluid damage, sand strangury, stone strangury, hypovitaminosis C, gum hemorrhage, hepatitis.",,,,,HERB003921,,4612.0,,
HVM2512,猕猴梨根,MI HOU LI GEN,Bower Actinidia Root,Actinidia arguta,,,root,"To clear heat and disinhibit damp, dispel wind and eliminate impediment, resolve toxin and disperse swelling, stanch bleeding.","Jaundice, indigestion, vomiting, wind-damp impediment pain, carcinoma in digestive tract, welling abscess and sores with sore and boil, knocks and falls, bleeding due to external injury, breast milk stoppage.",,,,,HERB003922,,3114.0,,
HVM2513,猕猴桃,MI HOU TAO,Yangtao Actinidia,Actinidia chinensis,,,fruit,"To resolve heat, allay thirst, fortify stomach, free strangury.","Heat vexation, diabetes mellitus, dry cough due to lung dryness, indigestion, damp-heat jaundice, stone strangury, hemorrhoids.",,,,,HERB003923,,4378.0,,
HVM2514,猕猴桃根,MI HOU TAO GEN,Actinidia Chinensis Planch,,,,,,,,,Antipyretic Detoxicate Drugs,清热解毒药,HERB003924,SMHB00280,5955.0,280.0,
HVM2515,密花豆,MI HUA DOU,Suberect Spatholobus,Spatholobus suberectus,,,stem,"To supplement blood, quicken blood, free network vessels.","Septicemia, menstrual disorder, blood vacuity, anemia due to malnutrition, anemia due to bleeding, anemia with yellow complexion, numbness and paralysis, wind-damp impediment pain.",,,,,HERB003927,,6867.0,,
HVM2516,密花美登木,MI HUA MEI DENG MU,Crown-flowered Mayten,Maytenus confertiflorus,,,leaf,"To dispel stasis and relieve pain, resolve toxin and disperse swelling, anticancer.","Knocks and falls, lumbago, carcinoma.",,,,,HERB003929,,959.0,,
HVM2517,密花石豆兰,MI HUA SHI DOU LAN,Flowery Stonebean-orchis,Bulbophyllum odoratissimum [Syn. Stelis odoratissimum],,,whole herb,"To moisten lung and transform phlegm, free network vessels and relieve pain.","Tuberculosis and hemoptysis, chronic trachitis, chronic pharyngitis, mounting qi pain, menstrual disorder, wind-damp impediment pain, knocks and falls.",,,,,HERB003930,,4655.0,,
HVM2518,密花石斛,MI HUA SHI HU,Denseflower Dendrobium,Dendrobium densiflorum,,,stem,See Dendrobium nobile.,See Dendrobium nobile.,,,,,HERB003931,,5697.0,,
HVM2519,米花豚草,MI HUA TUN CAO,Denseflower Ragweed,Ambrosia confertiflora,,,,,,,,,,HERB003932,,4046.0,,
HVM2520,密花娃儿藤,MI HUA WA ER TENG,Denseflower Tylophora,Tylophora crebriflora,,,,,,,,,,HERB003933,,3733.0,,
HVM2521,密花岩风,MI HUA YAN FENG,Denseflower Libanotis,Libanotis condensata,,,root,"To dispel wind and free network vessels, relieve pain.","Pain in joints due to rheumatalgia, chest pain.",,,,,HERB003935,,1423.0,,
HVM2522,蜜环菌,MI HUAN JUN,Armillary Mushroom,Armillaria mellea,,,sporocarp,"To calm liver and extinguish wind, dispel wind and free network vessels, strengthen sinews and bones.","Dizzy head, headache, sleepless, numbness in limbs, pain in lumbus and legs, coronary heart disease, hypertension, vascular headache, dizziness syndrome, epilepsy.",,,,,HERB003936,,7943.0,,
HVM2523,米酒,MI JIU,Rice Wine,Rice Wine,Warm; Pungent; Sweet; Bitter,Lung; Stomach; Liver; Heart,,For activating blood and reducing pain,,Extremely Toxic,,Blood activation and stasis removal,活血化淤,HERB003938,,2488.0,,164.0
HVM2524,密脉鹅掌柴,MI MAI E ZHANG CHAI,Densevein Schefflera,Schefflera venulosa,,,stem cortex,"To dispel wind and relieve pain, quicken blood and disperse swelling.","Wind-damp impediment pain, pain in stomach duct, wound swelling from knocks and falls, fracture, bleeding due to external injury.",,,,,HERB003940,,8005.0,,
HVM2525,密蒙花,MI MENG HUA,flower of Pale Butterflybush,Flos Buddlejae,Minor cold; Sweet,Liver,flower,"To remove heat, replenish the liver and clear the eye of corneal opacity.","Red eyes with gall, delacrimation and photophobia, liver vacuity dim vision, dim vision, malaria.",,"One of its active components, acacetin, has similar effect as that of vitamin P.",Fire Purging Drugs,清热泻火药,HERB003941,SMHB00281,5755.0,281.0,165.0
HVM2526,米皮糠,MI PI KANG,Rice Spermoderm,Oryza sativa,,,spermoderm,"To increase appetite, precipitate qi.","Dysphagia-occlusion, beriberi .",,,,,HERB003942,,3980.0,,
HVM2527,密伞千里光,MI SAN QIAN LI GUANG,Faber Groundsel,Senecio faberi,,,,,,,,,,HERB003944,,1562.0,,
HVM2528,米籽兰,MI ZI LAN,Chu-lan Tree,Aglaia odorata,,,flower or leaf,"To dispel wind-damp, dissipate stasis and disperse swelling.","Distention fullness in chest and diaphragm, dysphagia-occlusion, cough and heavy head (flower), knocks and falls, flat abscess (leaf).",,,,,HERB003951,,1520.0,,
HVM2529,绵萆薢,MIAN BI XIE,Dioscoreae Septemlo Bae Rhizoma,,,,,,"Strangury with white turbidity, excessive leukorrhea, damp-heat sore toxin, impediment pain in lumbus and knees.",,,Diuretic Dampness Excreting Drugs,利水渗湿药,HERB003953,SMHB00282,4939.0,282.0,1008.0
HVM2530,面根藤,MIAN GEN TENG,Ivy Glorybind,Calystegia hederacea,,,herb or root,"To fortify spleen, disinhibit damp, regulate menstruation.","Strangury, vaginal discharge, menstrual disorder, child gan accumulation.",,,,,HERB003954,,3556.0,,
HVM2531,棉花,MIAN HUA,"Levant Cotton Equivalent plant: Gossypium hirsutum, Gossypium barbadense",Gossypium herbaceum,,,tomentum of seed,To stanch bleeding.,"Blood ejection, hematochezia, flooding, bleeding due to external injury.",,,,,HERB003955,,2138.0,,
HVM2532,棉花根,MIAN HUA GEN,Levant Cotton Root,Gossypium herbaceum,,,root cortex,"To relieve cough and calm asthma, free menstruation and relieve pain.","Cough, asthma, bronchitis, menstrual disorder, flooding and spotting.",,,,,HERB003956,,6104.0,,
HVM2533,棉麻,MIAN MA,Male-fern,Dryopteris filix- mas,,,rhizome,"To clear heat and resolve toxin, cool blood and stanch bleeding, expel worms, disinhibit water and disperse edema.","Common cold with fever, encephalitis B, epidemic parotitis, measles papules, flooding and spotting, intestinal parasitic disease, edema, inhibited urination.",,,,,HERB003960,,7017.0,,
HVM2534,迷案毛果香茶菜,MIAN MAO GUO XIANG CHA CAI,Woollyfruit Rabdosia,Isodon lasiocarpus,,,,,,,,,,HERB003963,,6181.0,,
HVM2535,绵毛黄芪,MIAN MAO HUANG QI,Sieversia Milkvetch,Astragalus sieversianus,,,,,,,,,,HERB003964,,2315.0,,
HVM2536,绵毛马兜铃,MIAN MAO MA DOU LING,Wooly Dutchmanspipe,Aristolochia mollissima,,,rhizome or whole herb,"To dispel wind and eliminate damp, quicken blood and free network vessels, relieve pain.","Wind-damp impediment pain, numbness in limbs, hypertonicity of sinews and bones, pain in stomach duct and abdomen, painful wound from knocks and falls, bleeding due to external injury, mammary welling abscess, suppurative infection.",,,,,HERB003965,,7218.0,,
HVM2537,绵毛娃儿藤,MIAN MAO WA ER TENG,Woolly Tylophora,Tylophora mollissima,,,whole plant,"To clear lung heat, relieve cough and asthma.","Common cold with fever, lung heat cough, asthma.",,,,,HERB003966,,5753.0,,
HVM2538,冕宁乌头,MIAN NING WU TOU,Legendre Monkshood,Aconitum legendrei,,,,,,,,,,HERB003968,,5399.0,,
HVM2539,绵头雪莲花,MIAN TOU XUE LIAN,"Lanatchead Saussurea Equivalent plant: Saussurea medusa, Saussurea gnaphaloides",Saussurea laniceps,,,whole herb with root,"To warm kidney and invigorate yang , regulate menstruation and stanch bleeding.","Impotence, limp aching lumbus and knees, vaginal discharge, menstrual disorder, wind-damp impediment, bleeding due to external injury.",,,,,HERB003970,,2278.0,,
HVM2540,檰芽,MIAN YA,Cortex Eucommiae,,,,,,,,,,,HERB003972,,2387.0,,
HVM2541,棉叶麻风树,MIAN YE MA FENG SHU,Cotton-leaf Leprous Tree,Jatropha gossypifolia,,,,,,,,,,HERB003973,,5343.0,,
HVM2542,棉枣,MIAN ZAO,Indian Jujube,Ziziphus mauritiana,,,bark,To eliminate inflammation and engender flesh.,"Burns and scalds, throat pain, diarrhea, dysentery.",,,,,HERB003974,,4958.0,,
HVM2543,绵枣儿,MIAN ZAO ER,Common Squill,Scilla scilloides,,,bulb or whole herb,"To quicken blood and relieve pain, resolve toxin and disperse swelling.","Mammary welling abscess, knocks and falls, pain in sinews and bones, swelling pain of welling abscess and sore, edema due to heart disease.",,,,,HERB003975,,2430.0,,
HVM2544,棉籽油,MIAN ZI YOU,Levant Cotton Oil,Gossypium herbaceum,,,seed oil,To resolve toxin and kill worms.,"Malign sore, scab and lichen.",,,,,HERB003976,,4982.0,,
HVM2545,闽皖八角,MIN WAN BA JIAO,Minwan Anisetree,Illicium minwanense,,,,,,,,,,HERB003978,,5956.0,,
HVM2546,明党参,MING DANG SHEN,Medicinal Changium,Changium smyrnioides,Minor cold; Sweet; Slightly Bitter,Lung; Spleen; Liver,root,"To moisten lung and transform phlegm, nourish yin and harmonize stomach, resolve toxin.","Lung heat cough, vomiting nausea, reduced food intake with dry mouth, anemia, dizziness, leukorrhea, clove toxin sores.",,,For tonifying weakness,补虚,HERB003979,,1907.0,,510.0
HVM2547,松叶菊,MING SONG YE JU,Anatomicum Fig,Mesembryanthemum anatomicum,,,,,,,,,,HERB003981,,2562.0,,
HVM2548,长柱琉璃草,MING XIAN HUA ZHU CHANG ZHU LIU LI CAO,Longstyle Lindelofia,Lindelofia stylosa,,,,,,,,,,HERB003982,,5863.0,,
HVM2549,蘑菇,MO GU,Mushroom Equivalent plant: Agaricus bisporus,Agaricus campestris,,,sporocarp,"To fortify spleen and promote digestion, calm liver and raise spirit.","Non-digestion of food accumulation, torpid intake, scant breast milk, hypertension, fatigued spirit and desire to sleep.",,,,,HERB003985,,1618.0,,
HVM2550,膜果麻黄,MO GUO MA HUANG,Przewalsk Ephedra,Ephedra przewalskii,,,,,,,,,,HERB003986,,2765.0,,
HVM2551,墨旱莲,MO HAN LIAN,all-grass of Yerbadetajo,herba ecliptae,Cold; Sweet; Sour,Liver; Kidney,aerial parts,"To replenish the liver and the kidney, and to arrest bleeding by removing heat from blood.","Tooth mobilizing, premature graying in beard and hair, dizziness and tinnitus, limp aching lumbus and knees, yin vacuity blood heat, hemoptysis, blood ejection, duodenal bleeding, nosebleed(epistaxis), hematuria, blood dysentery, flooding and spotting, bleeding due to external injury, eczema of skin, bleeding of skin, snake bite.",,,Yin-Tonifying Medicinal,补阴药,HERB003988,SMHB00283,6955.0,283.0,512.0
HVM2552,莫雷南洋参,MO LEI NAN YANG SHEN,Murri Polyscias,Polyscias murrayi,,,,,,,,,,HERB003990,,2934.0,,
HVM2553,茉莉花,MO LI HUA,Arabian Jasmine,Jasminum sambac,,,flower,"To rectify qi and relieve pain, repel foulness and open depression.","Dysentery, dizziness and headache, red eyes, sore toxin.",,,,,HERB003991,,5710.0,,
HVM2554,莫罗氏忍冬,MO LUO SHI REN DONG,Morrow Honeysuckle,Lonicera morrowii,,,,,,,,,,HERB003993,,1061.0,,
HVM2555,磨盘草,MO PAN CAO,Indian Abutilon,Abutilon indicum,,,whole herb,"To course wind and clear heat, relieve cough and transform phlegm, resolve toxin and disperse swelling.","Common cold, fever, cough, diarrhea, otitis media, deafness, pharyngitis, parotitis, urinary tract infection, swelling toxin of sore and welling abscess, knocks and falls.",,,,,HERB003994,,7519.0,,
HVM2556,没食子,MO SHI ZI,Aleppo Gall (Galla Halepensis),Quercus infectoria,,,cecidum,"To secure qi and rough essence, constrain lung, stanch bleeding.","Diarrhea, hematochezia, emission, genital sweating, cough, hemoptysis, toothache, bleeding due to external injury, enduring sores.",,,,,HERB003996,,5740.0,,
HVM2557,墨炭,MO TAN,Carbonized Chinese Ink,Carbonized Chinese Ink,Warm; Pungent,Liver,,,,,,,,HERB003997,,1588.0,,513.0
HVM2558,墨西哥落羽杉,MO XI GE LUO YU SHAN,Mexican Cypress,Taxodium mucronatum,,,,,,,,,,HERB004000,,1497.0,,
HVM2559,抹香鲸,MO XIANG JING,Cachalot,Physeter catodon,,,,,,,,,,HERB004003,,7763.0,,
HVM2560,没药,MO YAO,Myrrh,Resi myrrhae;Myrrha,Mild; Pungent; Bitter,Spleen; Liver; Heart; Kidney,balsam,1. To invigorate blood and stop pain; 2. To reduce swelling and promote healing,"Stasis pain in chest and abdomen, amenorrhea, dysmenorrhea, concretion and conglomeration, knocks and falls, swollen welling abscess and sores, intestinal welling abscess, red eyes with gall.",,1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus.,Blood Activating Stasis Removing Drugs,活血祛瘀药,HERB004004,SMHB00277,4741.0,277.0,514.0
HVM2561,木鳖根,MU BIE GEN,Cochinhina Momordica Root,Momordica cochinchinensis,,,tuberoid,"To resolve toxin, disperse distention, relieve pain.","Welling abscess and toxin of clove, innominate toxin swelling, lymphrnoditis.",,,,,HERB004010,,5915.0,,
HVM2562,木鳖子,MU BIE ZI,Momordicae Semen,,,,,,"Swollen welling abscess, mammary welling abscess, scrofula, hemorrhoids and fistulas, dry lichen, bald sores.",Extremely Toxic,,"External Medicinal (Draw Out Toxin, Resolve Putridity)",拔毒化腐生肌药,HERB004011,SMHB00287,1197.0,287.0,515.0
HVM2563,木柴胡,MU CHAI HU,Fruticose Thorowax,Bupleurum fruticescens,,,,,,,,,,HERB004012,,4477.0,,
HVM2564,牡丹皮,MU DAN PI,Tree Peony Bark,Cortex Moutan,Minor cold; Pungent; Bitter,Liver; Heart; Kidney,root cortex,"To remove heat from blood, to activate blood circulation and eliminate blood stasis.","Appendicitis, dysentery, hypertension, allergic rhinitis, warm heat disease with fever, macular eruption, blood ejection, spontaneous external bleeding, steaming bone tidal fever due to yin vacuity, amenorrhea due to blood stasis, dysmenorrhea, concretion and conglomeration, swelling toxin of welling abscess and sore, painful wound from knocks and falls, wind-damp-heat impediment.",,1. Antibacterial and anti-inflammatory.2.Sedative. In moused 125mg/kg intraperitoneally3. Analgesic. In mouse 1.0g/kg for gastric infusion.4. Anticonvulsive. Relieving the convulsive seizures in experimental animals induced by electric stimulation or inje,Heat Clearing Blood Cooling Drugs,清热凉血药,HERB004013,SMHB00284,5813.0,284.0,516.0
HVM2565,牧地香豌豆,MU DI XIANG WAN DOU,Meadow Peavine,Lathyrus pratensis,,,whole herb,To dispel phlegm and relieve cough.,"Bronchitis, pneumonia, pulmonary welling abscess, tuberculosis, scab and lichen, sore and boil.",,,,,HERB004014,,2660.0,,
HVM2566,母丁香,MU DING XIANG,Clove fruit,Fructus Caryophylli,Warm; Pungent,Spleen; Stomach; Kidney,Eugenia caryophyllata Thunb,"To warm the spleen and stomach, to regulate the adverse flow of the stomach qi, and to restore the kidney yang.",,,,For warming interior,温里,HERB004015,,4990.0,,517.0
HVM2567,牧豆树,MU DOU SHU,Algarroba,Prosopis juliflora,,,,,,,,,,HERB004016,,1744.0,,
HVM2568,木耳,MU ER,Jew’s Ear Equivalent plant: Auricularia delicata,Auricularia auricula,,,sporocarp,"To supplement qi and nourish blood, moisten lung and relieve cough, stanch bleeding, lower blood pressure, anticancer.","Qi vacuity and blood depletion, lung vacuity enduring cough, hemoptysis, spontaneous external bleeding, blood dysentery, bleeding from hemorrhoids, flooding and spotting, hypertension, eyeground hemorrhage, carcinoma of uterine cervix, carcinoma of vagina, painful wound from knocks and falls.",,,,,HERB004017,,1005.0,,
HVM2569,木防己,MU FANG JI,Japanese Snailseed,Cocculus trilobus [Syn. Cocculus sarmentosus],,,root,"To dispel wind and eliminate damp, free channels and quicken network vessels, resolve toxin, disperse swelling and settle pain.","Wind-damp impediment pain, pain from arthritis, edema, pulmonary edema, edema due to heart disease, neuralgia, dribbling pain of urination, amenorrhea, knocks and falls, swelling pain in throat, toxin swelling of sores, eczema, poisonous snake bite.",,,,,HERB004019,,4929.0,,
HVM2570,木芙蓉花,MU FU RONG HUA,Cottonrose Hibiscus Flower,Hibiscus mutabilis,,,flower,"To clear heat and resolve toxin, cool blood and stanch bleeding, disperse swelling and expel pus.","Lung heat cough, blood ejection, red eyes with gall, flooding and spotting, vaginal discharge, diarrhea, abdominal pain, swollen welling abscess, sore and boil, poisonous insect stings, burns and scalds, knocks and falls.",,,,,HERB004020,,1318.0,,
HVM2571,木瓜,MU GUA,fruit of Common Floweringquince,Fructus Chaenomelis,Warm; Sour,Spleen; Liver,fruit,"To lessen contracture, regulate stomach function, and dispel damp.","Vomiting and diarrhea with cramp, wind-damp impediment pain, cough and abundant phlegm, diarrhea, dysentery, painful wound from knocks and falls, beriberi with edema.",,Its decoction inhibits the development of egg-white induced arthritis in mice.,Wind-Dampnessdispelling And Colddispersing Medicinal,祛风湿散寒药,HERB004021,SMHB00288,4889.0,288.0,518.0
HVM2572,木瓜根,MU GUA GEN,Radix Chaenomelis speciosae,,,,,,,,,,,HERB004022,,3584.0,,
HVM2573,木瓜核,MU GUA HE,Semen Chaenomelis speciosae,,,,,,,,,,,HERB004023,,2996.0,,
HVM2574,木瓜枝,MU GUA ZHI,Ramulus et Folium Chaenomelis speciosa,,,,,,,,,,,HERB004024,,5564.0,,
HVM2575,牡蒿,MU HAO,Japanese Wormwood,Artemisia japonica,,,whole herb,"To clear heat, cool blood, resolve toxin.","Summer common cold, tuberculosis tidal fever, hemoptysis, child gan fever, spontaneous external bleeding, hematochezia, flooding and spotting, vaginal discharge, icterohepatitis, erysipelas, poisonous snake bite.",,,,,HERB004026,,2789.0,,
HVM2576,牡蒿根,MU HAO GEN,root of Artemisia eriopoda,,,,,,,,,,,HERB004027,,3665.0,,
HVM2577,木荷,MU HE,Fingerleaf Rodgersflower,Rodgersia aesculifolia,,,rhizome,"To clear heat and transform damp, engender flesh and stanch bleeding.","Damp-heat dysentery, chronic diarrhea, white turbidity, vaginal discharge, flooding and spotting, blood ejection, spontaneous external bleeding, hematochezia, sore toxin, incised wound.",,,,,HERB004028,,3697.0,,
HVM2578,木蝴蝶,MU HU DIE,Indian Trumpetflower Seed,Semen Oroxyli,,,seed,"To remove heat from the lung and relieve sore throat, and to regulate the flow of qi of the liver and the stomach.","Lung heat cough, throat impediment, aphonia, liver stomach qi pain.",,,Antipyretic Detoxicate Drugs,清热解毒药,HERB004029,SMHB00289,1780.0,289.0,1009.0
HVM2579,木瑚蝶树皮,MU HU DIE SHU PI,Indian Trumpetflower Bark,Oroxylum indicum,,,bark,"To clear heat and disinhibit damp, abate jaundice, disinhibit throat and disperse swelling.","Infective hepatitis, swelling pain in throat.",,,,,HERB004030,,5916.0,,
HVM2580,木槿根,MU JIN GEN,Radix Hibisci syriaci,,,,,,,,,,,HERB004032,,5465.0,,
HVM2581,木槿花,MU JIN HUA,Shrubalthea Flower,Hibiscus syriacus,,,flower,"To clear heat and disinhibit damp, cool blood and resolve toxin.","Intestinal wind bleeding, red and white dysentery, bleeding from hemorrhoids, lung heat cough, hemoptysis, vaginal discharge, swollen welling abscess, sore and boil, scalds.",,,,,HERB004033,,7359.0,,
HVM2582,木槿皮,MU JIN PI,Shrubalthea Bark,Hibiscus syriacus,,,bark,"To clear heat and disinhibit damp, kill worms and relieve itch.","Damp-heat diarrhea dysentery, intestinal wind bleeding, prolapse of rectum, hemorrhoids, red and white vaginal discharge, trichomoniasis, scab and lichen, scrotal eczema.",,"Its alcoholic infusion inhibits the growth of Staphylococcus aureu, Bacillus subtilis, Bacillus dysenteriae and Proteus in vitro.",Heat clearence,清热,HERB004034,,2108.0,,1010.0
HVM2583,木槿叶,MU JIN YE,Folium Hibisci syriaci,,,,,,,,,,,HERB004035,,6620.0,,
HVM2584,牡荆子,MU JIN ZI,Shrubalthea Fruit,Hibiscus syriacus,,,fruit,"To clear lung and transform phlegm, relieve headache, resolve toxin.","Cough of phlegm asthma, bronchitis, headache, yellow-water sore, eczema.",,,,,HERB004036,SMHB00286,3389.0,,
HVM2585,牡荆叶,MU JING YE,Hempleaf Negundo Chastetree Leaf,Folium Viticis Negundo,,,,"To counteract toxicity, and to induce expectoration, relieve cough and asthma.",1. Oral administration of its eemulsion (0.52-1.73g.kg) exerts a strong expectorant effect in mice.2. Oral administration of its volatile oil (1.04g/kg) exerts a significant antitussive effect in mice with cough induced by inhalation of concentrated ammonia.3. Increasing the hypnotic effect of pentobarital sodium in mice.,,1. Oral administration of its eemulsion (0.52-1.73g.kg) exerts a strong expectorant effect in mice.2. Oral administration of its volatile oil (1.04g/kg) exerts a significant antitussive effect in mice with cough induced by inhalation of concentrated ammon,Pungent Cool Diaphoretics,辛凉解表药,HERB004040,SMHB00285,5403.0,285.0,1011.0
HVM2586,牡荆油,MU JING YOU,Negundo Chastetree Oil,Oleum Viticis Negundo,,,Vitex negundo L. var. cannabis ( Sieb. et Zucc. ) Hand. -Mazz.,Treament of chronic bronchitis.,Treament of chronic bronchitis.,,,,,HERB004041,,3802.0,,1012.0
HVM2587,牡荆子,MU JING ZI,Viticis Canbifoliae Fructus,,,,fruit,,,,,Antitussive Antiasthmetics,止咳平喘药,HERB004042,SMHB00286,1898.0,286.0,
HVM2588,木菊,MU JU,,,,,,,,,,,,HERB004043,,3436.0,,
HVM2589,穆库尔没药,MU KU ER MO YAO,Muhul Myrrhtree,Commiphora mukul,,,,,,,,,,HERB004046,,1471.0,,
HVM2590,木兰,MU LAN,,,,,,,,,,,,HERB004047,,4203.0,,
HVM2591,牡蛎,MU LI,Oyster,Crassostrea gigas,Minor cold; Salty; Punkery,Liver; Kidney, Ostrea gigas Thunberg.;Ostrea talienwhanensis Crosse.;Ostrea rivularis Gould.,"Treament of palpitaton, insomnia, dizziness and tinnitus, scrofula, mall formation in the abdomen, spontaneous sweating and night sweating, seminal emission, abnormal uterine bleeding, excessive leukorrhea, epigastric pain with acid regurgitaton.CONCHA OSTREAE (CALCINED): Spontaneous sweating, night sweating, seminal emission, abnormal uterine bleeding, excessive leukorrhea, epigastric pain with acid regurgitation.",Its extract inhibits the growth of poliovirus in vivo.,,Its extract inhibits the growth of poliovirus in vivo.,For calming liver and containing wind,平肝息风,HERB004050,,4287.0,,520.0
HVM2592,木藜芦,MU LI LU,One Sided Racemes Leucothoe,Leucothoe grayana,,,,,,,,,,HERB004051,,2838.0,,
HVM2593,牡蛎肉,MU LI ROU,Oyster Meat,"Ostrea rivularis, Ostrea talienwhanensis, Ostrea gigas",,,meat,"To nourish blood and quiet spirit, soften hardness and disperse swelling.","Heat vexation and insomnia, disquieted heart spirit, scrofula.",,,,,HERB004052,,8122.0,,
HVM2594,牧马豆,MU MA DOU,Lanceleaf Thermopsis,Thermopsis lanceolata,,,whole herb,"To relieve cough and dispel phlegm, moisten intestines and free stool.","Cough of phlegm asthma, dry stool.",,,,,HERB004053,,5132.0,,
